"chromosome_name","external_gene_name","entrezgene_id","start_position","end_position","NSNPS","NPARAM","N","ZSTAT","P_MULTI","P_SNPWISE_MEAN","P_SNPWISE_TOP1","q.BH"
20,"INSM1",3642,20348765,20351590,41,17,4338,-0.3215,0.62608,0.57816,0.58678,0.969953432657034
2,"AAMP",14,219128850,219134980,103,9,4338,-0.32152,0.62609,0.52247,0.63302,0.969953432657034
19,"MUC16",94025,8959520,9092018,564,62,4338,-0.3217,0.62616,0.71356,0.45873,0.969953432657034
14,"SRSF5",6430,70193617,70238722,107,19,4338,-0.32181,0.6262,0.39971,0.79537,0.969953432657034
6,"BCKDHB",594,80816364,81055987,800,45,4338,-0.32189,0.62623,0.52736,0.62308,0.969953432657034
7,"FBXL13",222235,102453308,102715286,402,31,4338,-0.32218,0.62634,0.87019,0.38234,0.969953432657034
6,"HLA-DQA1",3117,32595956,32614839,16,2,4338,-0.32222,0.62636,0.77086,0.47666,0.969953432657034
1,"BPNT1",10380,220230824,220263804,176,28,4338,-0.32243,0.62643,0.72919,0.46864,0.969953432657034
1,"ISG15",9636,948803,949920,73,14,4338,-0.32266,0.62652,0.48041,0.69918,0.969953432657034
11,"EI24",9538,125439112,125454575,130,19,4338,-0.32268,0.62653,0.78671,0.43254,0.969953432657034
11,"E2F8",79733,19245610,19263167,132,21,4338,-0.3227,0.62654,0.5335,0.61918,0.969953432657034
9,"DMRT2",10655,1050354,1057552,258,41,4338,-0.32278,0.62657,0.37961,0.85335,0.969953432657034
11,"FKBP2",2286,64008475,64011604,95,19,4338,-0.32312,0.6267,0.66529,0.51269,0.969953432657034
2,"SLC11A1",6556,219246752,219261617,124,25,4338,-0.32323,0.62674,0.9328,0.37002,0.969953432657034
9,"IFNW1",3467,21140631,21142144,144,28,4338,-0.32355,0.62686,0.70873,0.45226,0.969953432657034
21,"MRPL39",54148,26957968,26979829,232,18,4338,-0.32359,0.62688,0.57377,0.57972,0.969953432657034
7,"VPS41",27072,38762563,38971994,656,47,4338,-0.32373,0.62693,0.63167,0.52897,0.969953432657034
3,"IQSEC1",9922,12938719,13114617,682,89,4338,-0.32383,0.62697,0.53364,0.61474,0.969953432657034
1,"GADD45A",1647,68150744,68154021,126,19,4338,-0.32398,0.62702,0.56546,0.63452,0.969953432657034
5,"FAM159B",100132916,63986135,64013917,123,25,4338,-0.324,0.62703,0.60277,0.5777,0.969953432657034
17,"FAM57A",79850,635652,646206,186,29,4338,-0.32411,0.62707,0.46134,0.74302,0.969953432657034
11,"TMPRSS5",80975,113558272,113577095,222,23,4338,-0.32417,0.6271,0.49272,0.67362,0.969953432657034
10,"PLAU",5328,75668935,75677255,92,9,4338,-0.32423,0.62712,0.91398,0.38291,0.969953432657034
4,"SDAD1",55153,76862103,76912115,181,21,4338,-0.32424,0.62712,0.46025,0.73661,0.969953432657034
11,"ARFGAP2",84364,47185848,47198676,108,22,4338,-0.32456,0.62724,0.53462,0.61874,0.969953432657034
4,"EMCN",51705,101316498,101801283,484,41,4338,-0.32457,0.62725,0.79832,0.40904,0.969953432657034
4,"SFRP2",6423,154701744,154710272,188,17,4338,-0.32461,0.62726,0.50861,0.67182,0.969953432657034
16,"ZNF200",7752,3272325,3286221,132,22,4338,-0.32475,0.62731,0.40049,0.84131,0.969953432657034
3,"CHL1",10752,238279,451090,928,90,4338,-0.32476,0.62732,0.4612,0.6948,0.969953432657034
14,"WDR25",79446,100842755,100996640,334,34,4338,-0.32477,0.62732,0.43411,0.79303,0.969953432657034
14,"KTN1",3895,56025790,56168244,445,25,4338,-0.32486,0.62736,0.70471,0.44815,0.969953432657034
11,"MUC6",4588,1012821,1036706,173,30,4338,-0.32496,0.62739,0.38616,0.84526,0.969953432657034
15,"INO80",54617,41271078,41408552,488,28,4338,-0.32507,0.62744,0.7832,0.42687,0.969953432657034
11,"CBL",867,119076752,119178859,169,22,4338,-0.32509,0.62744,0.84765,0.39995,0.969953432657034
7,"ARPC1A",10552,98923521,98985787,163,23,4338,-0.3251,0.62745,0.86185,0.40086,0.969953432657034
22,"FAM230A",101927859,20692438,20716938,4,3,4338,-0.32533,0.62753,0.57795,0.64541,0.969953432657034
18,"TUBB6",84617,12307668,12344319,209,23,4338,-0.32542,0.62757,0.53726,0.64281,0.969953432657034
2,"SCG2",7857,224461658,224467221,117,16,4338,-0.32549,0.6276,0.54821,0.59201,0.969953432657034
11,"BIRC3",330,102188215,102210134,85,20,4338,-0.32592,0.62776,0.77927,0.41992,0.969953432657034
16,"TBX6",6911,30097114,30103208,36,13,4338,-0.32619,0.62786,0.40922,0.8213,0.969953432657034
19,"ZNF417",147687,58411664,58427978,103,16,4338,-0.32633,0.62791,0.64108,0.50458,0.969953432657034
6,"MYLK4",340156,2663863,2751200,595,67,4338,-0.3264,0.62794,0.73632,0.45476,0.969953432657034
20,"UBOX5",22888,3088219,3140842,123,30,4338,-0.32643,0.62795,0.73729,0.44671,0.969953432657034
17,"ERBB2",2064,37844167,37886679,157,20,4338,-0.32665,0.62803,0.51493,0.6695,0.969953432657034
15,"RMDN3",55177,41028082,41048049,120,19,4338,-0.32665,0.62803,0.44275,0.77969,0.969953432657034
10,"NT5C2",22978,104845940,104953056,384,36,4338,-0.32692,0.62814,0.9797,0.33075,0.969953432657034
3,"IQCB1",9657,121488610,121553926,357,26,4338,-0.32706,0.62819,0.42912,0.79099,0.969953432657034
11,"TRAPPC4",51399,118889142,118896164,123,14,4338,-0.32727,0.62827,0.38343,0.89509,0.969953432657034
9,"SLC25A25",114789,130830480,130871524,149,10,4338,-0.32753,0.62837,0.5149,0.64762,0.969953432657034
16,"TCEB2",6923,2821415,2827298,33,10,4338,-0.32759,0.62839,0.826,0.40639,0.969953432657034
1,"CREG1",8804,167498914,167523004,188,34,4338,-0.32759,0.62839,0.4456,0.74759,0.969953432657034
14,"KCNH5",27133,63173287,63568755,1039,83,4338,-0.32782,0.62848,0.77996,0.4251,0.969953432657034
8,"E2F5",1875,86089460,86129387,123,14,4338,-0.32788,0.6285,0.37406,0.86105,0.969953432657034
7,"ZNF777",27153,149128454,149158214,118,20,4338,-0.3279,0.62851,0.50906,0.66546,0.969953432657034
1,"DHRS3",9249,12627939,12677737,339,52,4338,-0.3283,0.62866,0.59883,0.54444,0.969953432657034
22,"CCDC116",164592,21987005,21991616,66,11,4338,-0.32832,0.62867,0.927,0.36899,0.969953432657034
16,"ZNF629",23361,30789778,30798523,35,7,4338,-0.32844,0.62871,0.90499,0.38464,0.969953432657034
17,"KRT14",3861,39738531,39743173,38,12,4338,-0.32843,0.62871,0.575,0.58271,0.969953432657034
4,"KIAA1109",84162,123073488,123283913,380,38,4338,-0.32863,0.62878,0.51978,0.61734,0.969953432657034
6,"PGBD1",84547,28249314,28270326,168,21,4338,-0.32868,0.6288,0.53941,0.6385,0.969953432657034
8,"TRPA1",8989,72932152,72987852,448,44,4338,-0.32881,0.62885,0.71576,0.46768,0.969953432657034
6,"KLHDC3",116138,42981951,42989036,132,20,4338,-0.32887,0.62887,0.43405,0.77012,0.969953432657034
12,"USP5",8078,6961292,6975796,87,20,4338,-0.32926,0.62902,0.52584,0.64432,0.969953432657034
1,"DENND4B",9909,153901977,153919172,80,14,4338,-0.32936,0.62906,0.77033,0.46552,0.969953432657034
1,"HCRTR1",3061,32083287,32098119,82,11,4338,-0.32938,0.62907,0.88831,0.37351,0.969953432657034
2,"POTEE",445582,131975882,132022965,41,9,4338,-0.32953,0.62912,0.51246,0.62428,0.969953432657034
17,"CPD",1362,28705923,28797007,183,21,4338,-0.32994,0.62928,0.52495,0.63114,0.969953432657034
12,"NUP37",79023,102467967,102513902,169,22,4338,-0.32997,0.62929,0.49356,0.66612,0.969953432657034
8,"SCARA5",286133,27727399,27850244,618,75,4338,-0.33001,0.62931,0.44152,0.77936,0.969953432657034
14,"CFL2",1073,35179593,35184029,211,27,4338,-0.33005,0.62932,0.48,0.72264,0.969953432657034
17,"RDM1",201299,34245070,34257777,220,20,4338,-0.33011,0.62934,0.44462,0.72999,0.969953432657034
4,"RXFP1",59350,159236463,159574524,313,33,4338,-0.33034,0.62943,0.53483,0.58124,0.969953432657034
10,"CEP55",55165,95256389,95288849,319,36,4338,-0.33041,0.62946,0.71835,0.46157,0.969953432657034
5,"SH3TC2",79628,148303202,148442726,314,27,4338,-0.33056,0.62951,0.81694,0.38936,0.969953432657034
2,"SPDYA",245711,29005383,29073477,141,23,4338,-0.33059,0.62952,0.60104,0.50708,0.969953432657034
1,"SLC30A2",7780,26363743,26372624,121,17,4338,-0.3306,0.62953,0.75021,0.4334,0.969953432657034
1,"C1orf50",79078,43232940,43263968,104,18,4338,-0.33063,0.62954,0.58579,0.58838,0.969953432657034
17,"DHRS7B",25979,21026677,21096578,147,25,4338,-0.33066,0.62955,0.36821,0.89905,0.969953432657034
19,"TTYH1",57348,54926393,54948080,219,41,4338,-0.33085,0.62962,0.41994,0.77706,0.969953432657034
1,"GNAT2",2780,110145889,110155679,117,24,4338,-0.33089,0.62964,0.74478,0.47574,0.969953432657034
12,"HCFC2",29915,104458235,104498639,206,36,4338,-0.33101,0.62968,0.46555,0.73248,0.969953432657034
1,"MARC1",64757,220960101,220987735,238,30,4338,-0.33106,0.6297,0.45286,0.745,0.969953432657034
3,"CCK",885,42299317,42307699,129,23,4338,-0.3312,0.62975,0.35446,0.92421,0.969953432657034
4,"LARP7",51574,113558120,113578748,138,25,4338,-0.33149,0.62986,0.8049,0.43788,0.969953432657034
21,"BACH1",571,30566392,31003071,91,13,4338,-0.33147,0.62986,0.42846,0.80125,0.969953432657034
21,"BACH1-IT1",571,30723955,30734215,91,13,4338,-0.33147,0.62986,0.42846,0.80125,0.969953432657034
6,"RRAGD",58528,90074355,90121989,234,42,4338,-0.33175,0.62996,0.51081,0.69303,0.969953432657034
3,"CTDSPL",10217,37903451,38025960,329,42,4338,-0.33181,0.62999,0.57424,0.57675,0.969953432657034
19,"COX6B1",1340,36139125,36149763,129,24,4338,-0.3319,0.63002,0.3918,0.8677,0.969953432657034
14,"REM2",161253,23352374,23356895,94,21,4338,-0.33196,0.63004,0.52359,0.67319,0.969953432657034
8,"EBAG9",9166,110551940,110578225,163,19,4338,-0.33196,0.63004,0.70255,0.46668,0.969953432657034
16,"RGS11",8786,318300,325980,169,32,4338,-0.33225,0.63015,0.59405,0.58261,0.969953432657034
14,"PSEN1",5663,73603126,73690399,288,29,4338,-0.33229,0.63016,0.89963,0.35523,0.969953432657034
20,"C20orf112",140688,31030862,31172876,258,32,4338,-0.33236,0.63019,0.53383,0.63173,0.969953432657034
14,"SGPP1",81537,64150932,64194757,127,16,4338,-0.33255,0.63026,0.59956,0.52717,0.969953432657034
1,"CROCC",9696,17066768,17299474,113,20,4338,-0.33255,0.63026,0.5127,0.66419,0.969953432657034
12,"KIF21A",55605,39687030,39837192,308,29,4338,-0.33258,0.63027,0.44106,0.71964,0.969953432657034
13,"GPR180",160897,95254157,95286899,150,19,4338,-0.33279,0.63035,0.43905,0.74349,0.969953432657034
4,"MND1",84057,154265801,154336270,274,31,4338,-0.33295,0.63041,0.35417,0.94552,0.969953432657034
21,"CLIC6",54102,36041688,36090525,209,28,4338,-0.33332,0.63055,0.53709,0.59316,0.969953432657034
3,"METTL6",131965,15422782,15482073,237,25,4338,-0.33366,0.63068,0.56595,0.58653,0.969953432657034
13,"CPB2",1361,46627321,46679211,341,32,4338,-0.33389,0.63077,0.94807,0.36204,0.969953432657034
19,"NDUFS7",374291,1383526,1395583,115,18,4338,-0.33398,0.6308,0.5483,0.64659,0.969953432657034
12,"SH2B3",10019,111843752,111889427,75,12,4338,-0.33411,0.63085,0.60439,0.56023,0.969953432657034
2,"VIT",5212,36923833,37041935,577,76,4338,-0.33428,0.63092,0.44672,0.72392,0.969953432657034
4,"RHOH",399,40192673,40248587,223,52,4338,-0.33433,0.63093,0.39175,0.87714,0.969953432657034
18,"NDUFV2",4729,9102628,9134343,166,28,4338,-0.3344,0.63096,0.84853,0.39328,0.969953432657034
12,"LAG3",3902,6881678,6887621,154,26,4338,-0.33449,0.63099,0.53831,0.6256,0.969953432657034
19,"CCDC8",83987,46913629,46916841,221,34,4338,-0.33446,0.63099,0.68002,0.50257,0.969953432657034
19,"RPS28",6234,8386042,8388224,127,15,4338,-0.33465,0.63105,0.8644,0.39326,0.969953432657034
19,"SIN3B",23309,16940211,16991164,108,19,4338,-0.33563,0.63142,0.76556,0.44951,0.969953432657034
9,"ANKS6",203286,101493611,101559247,245,25,4338,-0.33573,0.63146,0.56798,0.56526,0.969953432657034
5,"KIF4B",285643,154393260,154397685,190,22,4338,-0.33585,0.63151,0.49514,0.64959,0.969953432657034
16,"NLRC5",84166,57023397,57117443,496,93,4338,-0.33601,0.63157,0.633,0.54608,0.969953432657034
16,"SLC7A6OS",84138,68318406,68344849,149,18,4338,-0.33608,0.6316,0.39036,0.89892,0.969953432657034
10,"ANTXRL",195977,47657581,47701443,112,12,4338,-0.33632,0.63169,0.37861,0.82334,0.969953432657034
10,"PSTK",118672,124713897,124757029,150,23,4338,-0.33656,0.63177,0.72497,0.455,0.969953432657034
1,"FH",2271,241660903,241683061,146,28,4338,-0.3367,0.63183,0.76035,0.43,0.969953432657034
15,"RCCD1",91433,91498100,91506349,162,21,4338,-0.3367,0.63183,0.59553,0.58401,0.969953432657034
18,"C18orf32",497661,47008028,47013622,200,19,4338,-0.33675,0.63185,0.68994,0.52215,0.969953432657034
9,"KDM4C",23081,6720863,7175648,1971,133,4338,-0.33687,0.63189,0.93113,0.31566,0.969953432657034
19,"ZNF544",27300,58739960,58788815,290,35,4338,-0.33689,0.6319,0.48357,0.7278,0.969953432657034
14,"CPNE6",9362,24540046,24547309,112,36,4338,-0.3371,0.63198,0.56793,0.57099,0.969953432657034
1,"RNF11",26994,51701943,51739127,90,14,4338,-0.33713,0.63199,0.43791,0.75362,0.969953432657034
11,"KRTAP5-10",387273,71276609,71279980,123,17,4338,-0.33765,0.63219,0.75452,0.42915,0.969953432657034
21,"CCT8",10694,30428126,30446118,113,15,4338,-0.33781,0.63225,0.72852,0.48121,0.969953432657034
17,"TNS4",84951,38632080,38657849,153,27,4338,-0.33815,0.63237,0.67794,0.51146,0.969953432657034
21,"NCAM2",4685,22370633,22915650,1761,121,4338,-0.33817,0.63238,0.42503,0.70367,0.969953432657034
20,"GFRA4",64096,3639939,3644046,169,37,4338,-0.33848,0.6325,0.89117,0.38635,0.969953432657034
17,"CD300A",11314,72462555,72480933,223,36,4338,-0.33854,0.63252,0.57029,0.59691,0.969953432657034
3,"MORC1",27136,108677086,108836989,686,36,4338,-0.33861,0.63255,0.5355,0.60935,0.969953432657034
19,"MYPOP",339344,46393278,46405862,195,30,4338,-0.33866,0.63257,0.71005,0.49395,0.969953432657034
3,"SETMAR",6419,4344988,4359251,133,25,4338,-0.33866,0.63257,0.64186,0.54163,0.969953432657034
16,"C16orf93",90835,30768744,30774031,30,9,4338,-0.33872,0.63259,0.75957,0.46751,0.969953432657034
15,"CORO2B",10391,68871308,69020145,461,64,4338,-0.33876,0.63261,0.44181,0.71266,0.969953432657034
17,"CDRT15",146822,14138990,14140179,136,20,4338,-0.33877,0.63261,0.49952,0.64238,0.969953432657034
7,"WEE2",494551,141408153,141431071,85,14,4338,-0.33888,0.63265,0.5286,0.63027,0.969953432657034
1,"C1orf110",339512,162794248,162838605,278,38,4338,-0.33912,0.63274,0.7948,0.45161,0.969953432657034
18,"CNDP1",84735,72201675,72254448,230,48,4338,-0.33934,0.63282,0.88217,0.38301,0.969953432657034
14,"TIMM9",26520,58875212,58894332,46,14,4338,-0.33935,0.63283,0.44828,0.7186,0.969953432657034
4,"DMP1",1758,88571459,88585513,170,24,4338,-0.3395,0.63288,0.74661,0.46349,0.969953432657034
3,"SHQ1",55164,72798428,72911065,184,17,4338,-0.33948,0.63288,0.66723,0.48123,0.969953432657034
11,"TMPRSS13",84000,117771358,117800174,198,39,4338,-0.33951,0.63289,0.48932,0.67683,0.969953432657034
2,"RALB",5899,120997640,121052289,215,20,4338,-0.33954,0.6329,0.44491,0.76545,0.969953432657034
12,"KDM5A",5927,389295,498620,395,34,4338,-0.33957,0.63291,0.34916,0.91581,0.969953432657034
19,"WIZ",58525,15532319,15560762,101,26,4338,-0.33966,0.63294,0.8834,0.3676,0.969953432657034
1,"CSMD2",114784,33979609,34631443,1761,173,4338,-0.3398,0.633,0.76765,0.39099,0.969953432657034
15,"MTFMT",123263,65294845,65321977,171,25,4338,-0.3399,0.63303,0.78856,0.43629,0.969953432657034
3,"OXSR1",9943,38206580,38296979,190,28,4338,-0.33996,0.63306,0.3813,0.88352,0.969953432657034
8,"TPD52",7163,80870571,81143467,496,39,4338,-0.34026,0.63317,0.63014,0.52925,0.969953432657034
11,"MPEG1",219972,58975983,58980424,101,12,4338,-0.34048,0.63325,0.53795,0.65232,0.969953432657034
13,"IRS2",8660,110406184,110438915,241,34,4338,-0.3405,0.63326,0.54541,0.62814,0.969953432657034
5,"EXOC3",11336,443273,472052,329,29,4338,-0.34054,0.63328,0.65185,0.53596,0.969953432657034
1,"KCNN3",3782,154669931,154842756,536,88,4338,-0.3406,0.6333,0.61106,0.53913,0.969953432657034
15,"C15orf62",643338,41062159,41064643,89,19,4338,-0.34071,0.63334,0.44736,0.77977,0.969953432657034
17,"ZNF207",7756,30677136,30708905,98,17,4338,-0.34103,0.63346,0.73642,0.46197,0.969953432657034
7,"WNT16",51384,120965421,120981158,118,22,4338,-0.34113,0.6335,0.54522,0.62374,0.969953432657034
4,"WDR1",9948,10075963,10118573,475,37,4338,-0.34134,0.63358,0.36438,0.84195,0.969953432657034
11,"SCN3B",55800,123499895,123525952,221,44,4338,-0.34167,0.6337,0.5419,0.60111,0.969953432657034
12,"CBX5",23468,54624724,54673886,78,19,4338,-0.34171,0.63372,0.61638,0.5561,0.969953432657034
16,"LUC7L",55692,238968,279462,175,26,4338,-0.34171,0.63372,0.69183,0.50662,0.969953432657034
5,"CDH18",1016,19473060,20575982,2803,130,4338,-0.34184,0.63377,0.3789,0.77256,0.969953432657034
6,"THBS2",7058,169615875,169654139,331,54,4338,-0.34197,0.63381,0.50339,0.6761,0.969953432657034
6,"BLOC1S5",63915,8013800,8064647,377,30,4338,-0.34199,0.63382,0.44288,0.78734,0.969953432657034
12,"PHLDA1",22822,76419227,76427712,60,18,4338,-0.34218,0.63389,0.65714,0.53292,0.969953432657034
21,"BTG3",10950,18965971,18985265,95,16,4338,-0.3423,0.63394,0.49532,0.67128,0.969953432657034
17,"OR1E2",8388,3336164,3337135,143,15,4338,-0.34236,0.63396,0.77237,0.43067,0.969953432657034
2,"XIRP2",129446,167744997,168116263,1298,54,4338,-0.34241,0.63398,0.67252,0.48508,0.969953432657034
12,"CLEC2B",9976,10005583,10022735,221,36,4338,-0.34258,0.63404,0.36182,0.91925,0.969953432657034
16,"ACD",65057,67691415,67694713,58,13,4338,-0.34259,0.63405,0.53064,0.68082,0.969953432657034
8,"FAM110B",90362,58907068,59116838,441,51,4338,-0.34259,0.63405,0.58778,0.55761,0.969953432657034
7,"SOSTDC1",25928,16501106,16570205,206,25,4338,-0.34271,0.63409,0.57375,0.6055,0.969953432657034
5,"PRLR",5618,35048861,35230794,641,60,4338,-0.3432,0.63427,0.43026,0.77431,0.969953432657034
1,"C1orf43",25912,154179182,154193104,73,15,4338,-0.34325,0.63429,0.36411,0.885,0.969953432657034
8,"ST3GAL1",6482,134467091,134584183,584,91,4338,-0.34344,0.63437,0.69504,0.47093,0.969953432657034
17,"EIF4A3",9775,78109013,78120982,191,26,4338,-0.34353,0.6344,0.43322,0.84699,0.969953432657034
20,"ZNF343",79175,2462463,2505348,166,41,4338,-0.34368,0.63446,0.61069,0.56021,0.969953432657034
13,"ZDHHC20",253832,21950263,22033509,267,25,4338,-0.34389,0.63453,0.63475,0.51581,0.969953432657034
16,"PHKG2",5261,30759591,30772490,29,10,4338,-0.34398,0.63457,0.71882,0.48832,0.969953432657034
10,"RAB18",22931,27793197,27831143,185,21,4338,-0.34401,0.63458,0.61002,0.57874,0.969953432657034
2,"C2orf88",84281,190744335,191068210,775,81,4338,-0.34403,0.63459,0.53996,0.62941,0.969953432657034
7,"RSBN1L",222194,77325760,77412339,342,26,4338,-0.34417,0.63464,0.76105,0.43083,0.969953432657034
3,"CLASP2",23122,33537737,33759848,466,43,4338,-0.34455,0.63479,0.4294,0.74497,0.969953432657034
12,"RITA1",84934,113623331,113630173,89,10,4338,-0.34466,0.63483,0.93384,0.33964,0.969953432657034
16,"TPSB2",64499,1277272,1280214,80,17,4338,-0.34475,0.63486,0.7205,0.49097,0.969953432657034
15,"TRIM69",140691,45021186,45060027,204,17,4338,-0.34483,0.63489,0.85071,0.42849,0.969953432657034
1,"TNFRSF1B",7133,12227060,12269285,196,31,4338,-0.34484,0.63489,0.51085,0.61909,0.969953432657034
22,"APOL2",23780,36622256,36636000,222,35,4338,-0.34496,0.63494,0.50119,0.66103,0.969953432657034
2,"EGR4",1961,73518058,73520833,57,16,4338,-0.34523,0.63504,0.67778,0.50548,0.969953432657034
1,"S100A12",6283,153346184,153348125,105,11,4338,-0.34528,0.63506,0.46079,0.71485,0.969953432657034
19,"VN1R2",317701,53761545,53765090,152,17,4338,-0.3454,0.6351,0.41069,0.82572,0.969953432657034
2,"FASTKD2",22868,207630081,207657233,244,24,4338,-0.34586,0.63527,0.62665,0.57417,0.969953432657034
18,"CXXC1",30827,47808713,47814674,132,26,4338,-0.34653,0.63553,0.50497,0.68819,0.969953432657034
3,"GATA2",2624,128198270,128212028,195,32,4338,-0.34656,0.63554,0.69517,0.50626,0.969953432657034
19,"CDC37",11140,10501810,10530797,115,19,4338,-0.34687,0.63566,0.54663,0.63716,0.969953432657034
19,"FPR2",2358,52255279,52273779,217,41,4338,-0.34706,0.63573,0.70965,0.494,0.969953432657034
11,"FAU",2197,64888100,64889945,74,18,4338,-0.34716,0.63577,0.48184,0.73171,0.969953432657034
14,"ITPK1",3705,93403259,93582665,753,64,4338,-0.34744,0.63587,0.60291,0.5145,0.969953432657034
10,"CAMK2G",818,75572259,75634343,144,13,4338,-0.34761,0.63593,0.72658,0.4949,0.969953432657034
20,"DZANK1",55184,18364011,18447925,381,40,4338,-0.34824,0.63617,0.49798,0.71299,0.969953432657034
5,"AFF4",27125,132211071,132299326,238,20,4338,-0.34835,0.63621,0.63691,0.55108,0.969953432657034
1,"TAL1",6886,47681962,47697892,152,20,4338,-0.34836,0.63621,0.5994,0.59307,0.969953432657034
11,"MMP7",4316,102391239,102401484,210,37,4338,-0.34836,0.63622,0.60862,0.57622,0.969953432657034
2,"MCFD2",90411,47129009,47168994,390,46,4338,-0.34843,0.63624,0.49943,0.67218,0.969953432657034
19,"PSG3",5680,43225790,43244721,15,4,4338,-0.34853,0.63628,0.45123,0.8007,0.969953432657034
19,"PSG11",5680,43511808,43530664,15,4,4338,-0.34853,0.63628,0.45123,0.8007,0.969953432657034
1,"CDC73",79577,193091147,193223031,386,25,4338,-0.34865,0.63633,0.45637,0.67033,0.969953432657034
9,"SLC31A1",1317,115983808,116028674,307,31,4338,-0.34888,0.63641,0.67495,0.50248,0.969953432657034
12,"MLF2",8079,6857170,6876641,155,27,4338,-0.34928,0.63656,0.54378,0.62952,0.969953432657034
22,"MAPK12",6300,50683879,50700254,148,32,4338,-0.34951,0.63665,0.5835,0.58344,0.969953432657034
2,"STAT1",6772,191829084,191885686,199,33,4338,-0.34967,0.63671,0.93999,0.37288,0.969953432657034
16,"EMC8",10328,85805364,85833214,149,19,4338,-0.34986,0.63678,0.76153,0.44514,0.969953432657034
2,"PCDP1",200373,120302008,120419827,271,29,4338,-0.34995,0.63681,0.89129,0.38559,0.969953432657034
19,"NANOS2",339345,46416475,46418036,125,26,4338,-0.35003,0.63684,0.73801,0.46266,0.969953432657034
10,"PARG",8505,51026325,51130715,96,14,4338,-0.35008,0.63686,0.69243,0.48018,0.969953432657034
10,"PARGP1",8505,51623417,51732824,96,14,4338,-0.35008,0.63686,0.69243,0.48018,0.969953432657034
11,"LDHA",3939,18415935,18429972,186,25,4338,-0.35036,0.63696,0.61584,0.54051,0.969953432657034
8,"TNFRSF10D",8793,22993101,23021543,132,30,4338,-0.35056,0.63704,0.63398,0.54018,0.969953432657034
11,"NEU3",10825,74699179,74729938,100,19,4338,-0.35079,0.63713,0.42747,0.78036,0.969953432657034
1,"MINOS1",440574,19923477,19956314,213,23,4338,-0.35102,0.63721,0.43701,0.76311,0.969953432657034
18,"FECH",2235,55215515,55254004,279,45,4338,-0.35115,0.63726,0.56285,0.61408,0.969953432657034
14,"DHRS2",10202,24099324,24114848,26,10,4338,-0.35122,0.63729,0.84747,0.4354,0.969953432657034
1,"TTC39A",22996,51752930,51810788,215,28,4338,-0.35125,0.6373,0.53376,0.63738,0.969953432657034
4,"CCDC110",256309,186366336,186392913,227,37,4338,-0.35141,0.63736,0.61449,0.56199,0.969953432657034
2,"CDCA7",83879,174219548,174233725,162,30,4338,-0.35168,0.63746,0.60178,0.57137,0.969953432657034
2,"PRKAG3",53632,219687106,219696809,44,12,4338,-0.35174,0.63748,0.52043,0.68299,0.969953432657034
7,"GUSB",2990,65425671,65447301,161,22,4338,-0.35181,0.63751,0.5784,0.58636,0.969953432657034
7,"KLHL7",55975,23145353,23217533,353,23,4338,-0.35185,0.63753,0.71907,0.47472,0.969953432657034
20,"BFSP1",631,17474550,17549865,370,60,4338,-0.35195,0.63756,0.53147,0.63043,0.969953432657034
8,"TSNARE1",203062,143293441,143484601,785,55,4338,-0.35209,0.63761,0.57577,0.55775,0.969953432657034
14,"NDRG2",57447,21484922,21539031,175,47,4338,-0.35211,0.63762,0.67306,0.5157,0.969953432657034
3,"BCHE",590,165490692,165555260,364,32,4338,-0.35214,0.63763,0.49884,0.69858,0.969953432657034
6,"ACOT13",55856,24667263,24705293,285,30,4338,-0.35216,0.63764,0.53753,0.67248,0.969953432657034
4,"APBB2",323,40812044,41218731,1349,103,4338,-0.35223,0.63767,0.70668,0.47398,0.969953432657034
2,"NT5C1B",93034,18737050,18770838,130,23,4338,-0.35224,0.63767,0.39556,0.78765,0.969953432657034
19,"AP2S1",1175,47341393,47354249,39,16,4338,-0.35232,0.6377,0.51374,0.69705,0.969953432657034
15,"TCF12",6938,57210821,57591479,972,45,4338,-0.35239,0.63773,0.65158,0.51141,0.969953432657034
17,"FNDC8",54752,33448598,33457751,66,22,4338,-0.35251,0.63777,0.67904,0.53548,0.969953432657034
15,"CELF6",60677,72577068,72612470,158,19,4338,-0.35306,0.63798,0.48315,0.71455,0.969953432657034
15,"CELF6",60677,72559087,72612287,158,19,4338,-0.35306,0.63798,0.48315,0.71455,0.969953432657034
17,"ARHGEF15",22899,8213559,8225829,193,29,4338,-0.35326,0.63805,0.43972,0.79925,0.969953432657034
6,"KIAA0319",9856,24544332,24646383,541,56,4338,-0.35337,0.63809,0.61829,0.56624,0.969953432657034
17,"YBX2",51087,7191571,7197934,79,23,4338,-0.35351,0.63815,0.45768,0.79126,0.969953432657034
4,"BMPR1B",658,95679119,96079599,1244,72,4338,-0.35408,0.63836,0.74162,0.45567,0.969953432657034
5,"ANKRD32",84250,93954052,94075141,318,30,4338,-0.35408,0.63836,0.48828,0.6567,0.969953432657034
20,"SEMG1",6406,43835638,43838413,116,13,4338,-0.3541,0.63837,0.63803,0.49602,0.969953432657034
20,"RALGAPA2",57186,20370196,20693131,409,32,4338,-0.35431,0.63845,0.59825,0.51646,0.969953432657034
1,"TNNI1",7135,201373625,201398994,174,31,4338,-0.35433,0.63845,0.77072,0.43111,0.969953432657034
2,"ACVR1",90,158592958,158732374,238,42,4338,-0.35445,0.6385,0.77522,0.43704,0.969953432657034
