GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
387885      12  113552543  113607081    133      17  4338      0.32905      0.37106         0.34779         0.36871
79039       12  113584978  113658284    122      14  4338     -0.26595      0.60486         0.71249         0.40636
84934       12  113588342  113640169     89      10  4338     -0.34466      0.63483         0.93384         0.33964
115811      12  113623246  113694086    108      13  4338     -0.55426       0.7103         0.91136          0.4145
53373       12  113624260  113746390    194      17  4338        0.503      0.30748         0.81092         0.11125
80024       12  113726571  113807934    150      17  4338     -0.20349      0.58062         0.53651         0.53648
196463      12  113761371  113837458    134      17  4338      0.23603      0.40671         0.28056         0.54571
10993       12  113820250  113876692    121      10  4338      0.26989      0.39362         0.34305         0.40713
113675      12  113825042  113886081    138      10  4338      0.21087      0.41649         0.35696         0.43879
64211       12  113890694  113944877    119      16  4338       -1.044      0.85175         0.97821         0.67391
9904        12  114244543  114439176    741      60  4338      0.67039       0.2513         0.21215          0.3032
6910        12  114781735  114881247    301      46  4338     -0.48477      0.68608         0.45324         0.88781
6926        12  115098059  115156969    159      33  4338      0.82078      0.20589         0.22655          0.1992
23389       12  116386381  116749991    595      51  4338      -1.0487      0.85284         0.68204         0.87129
643246      12  116962186  117024425    195      37  4338      -1.0834      0.86069         0.74146         0.86388
84900       12  117141096  117301436    478      46  4338      0.50223      0.30775         0.18123         0.50606
79794       12  117141289  117210868    215      31  4338     0.011556      0.49539         0.32389         0.67993
8739        12  117288225  117354232    148      18  4338      0.88399      0.18835        0.090927         0.42205
26259       12  117313756  117478953    368      28  4338      0.16211      0.43561         0.35382         0.46716
54997       12  117466728  117572251    270      34  4338     -0.62576      0.73426         0.58034         0.76542
23014       12  117571278  117663305    216      24  4338     -0.59572      0.72432         0.64248         0.69064
4842        12  117635921  117834607    527      59  4338     -0.13638      0.55424         0.32122         0.81222
283455      12  117880817  118441399   1517     189  4338       1.6117     0.053511        0.066877        0.095416
5985        12  118419506  118480044    153      31  4338       1.2787      0.10049        0.076311         0.19203
55884       12  118460492  118534979    234      44  4338     -0.70245       0.7588          0.5772          0.8433
54621       12  118491398  118576810    273      45  4338      -1.5109       0.9346         0.95046         0.83932
5037        12  118538668  118593390    146      23  4338     -0.85482      0.80368          0.8716         0.65317
51347       12  118577606  118845750    544      35  4338     -0.83218      0.79735         0.81966          0.6453
64426       12  118779358  118865840    202      18  4338     -0.84903      0.80207          0.6489         0.86674
84530       12  119384300  119610856    753      74  4338      0.12151      0.45164          0.9864         0.17829
26353       12  119581595  119642551    112      24  4338      0.16327      0.43515         0.30807          0.5627
160777      12  119737517  119988852    596      77  4338     0.035109        0.486         0.28964         0.70588
387890      12  119996264  120089861    225      28  4338      -1.7604      0.96083         0.88137         0.93998
5564        12  120070669  120129429    100      18  4338     -0.56323      0.71336         0.50181         0.84598
11113       12  120113595  120350095    582      55  4338     -0.52703      0.70091         0.55141         0.72416
92558       12  120392648  120542299    301      31  4338    0.0078859      0.49685         0.39933         0.53545
11021       12  120522899  120589643    106      24  4338      0.62555      0.26581         0.14409         0.48966
10985       12  120555014  120667513    129      21  4338      0.68947      0.24526        0.086272          0.7113
6175        12  120624502  120674014     58      16  4338      0.53286      0.29707         0.15701         0.55021
5829        12  120638242  120738574    154      30  4338      0.36923      0.35598         0.33238         0.35386
23409       12  120695002  120761045    135      26  4338      0.58034      0.28084         0.29102         0.26811
5319        12  120749914  120800592    107      15  4338       1.0242      0.15286         0.13793         0.19864
4440        12  120769133  120841983    132      23  4338       1.0616       0.1442         0.13557         0.20332
1337        12  120840893  120888545    134      25  4338     -0.39009      0.65176         0.86585         0.41994
283459      12  120849241  120911556    174      28  4338     -0.52009       0.6985         0.88918          0.4611
51499       12  120871764  120919215    122      21  4338     -0.80387      0.78926          0.9006         0.58816
8655        12  120872660  120946298    207      25  4338      -0.9382      0.82593         0.89931         0.65248
8683        12  120889471  120942558    147      21  4338     -0.82612      0.79563         0.91123         0.59535
84274       12  120931082  121001964    217      26  4338      -1.1534      0.87562         0.89652         0.75725
9921        12  120937132  121025397    239      27  4338      -1.0799      0.85991         0.89125         0.73458
51367       12  121006848  121054201     89      20  4338       0.9395      0.17374         0.75584        0.043894
9478        12  121043422  121115129    248      38  4338      0.63985      0.26113          0.5263         0.13005
9761        12  121089949  121149667    210      35  4338     -0.25894      0.60216         0.66613         0.46794
84747       12  121113238  121171443    202      29  4338    0.0015784      0.49937          0.5424         0.39764
35          12  121128544  121187811    223      30  4338     -0.70073      0.75826          0.5551         0.86504
121665      12  121190313  121377155    580      38  4338      0.49813       0.3092         0.14055         0.65153
6927        12  121380861  121450315    233      29  4338     -0.68089      0.75203         0.83683         0.60546
64897       12  121430835  121489300    217      29  4338     -0.30844      0.62112         0.56278         0.61676
8638        12  121448095  121512045    203      33  4338     -0.37595      0.64652         0.53405         0.69956
5027        12  121535622  121634439    476      41  4338      0.11875      0.45274         0.30195         0.60537
5025        12  121612664  121681909    251      28  4338      0.49298      0.31101         0.19424         0.48417
10645       12  121665495  121771111    261      41  4338     0.038785      0.48453         0.40865          0.5089
51433       12  121736048  121827012    203      28  4338     -0.24881      0.59825         0.70507         0.43035
80196       12  121802886  121872155    212      25  4338        1.141      0.12694        0.056476         0.38361
84678       12  121856899  122054110    364      42  4338       2.1617      0.01532        0.030518          0.0261
84876       12  122029455  122089946    159      20  4338      0.81055      0.20881         0.43489          0.1066
283385      12  122079024  122145531    249      26  4338      0.55429      0.28969          0.6355         0.12919
144404      12  122115658  122229974    305      40  4338       0.4277      0.33443         0.50112         0.20982
54509       12  122205660  122266594    157      22  4338      0.74571      0.22792         0.20465          0.2729
23067       12  122206879  122280562    174      21  4338      0.73854      0.23009         0.19139         0.29677
3242        12  122267433  122361517    223      25  4338        2.156     0.015542        0.093107       0.0056301
5715        12  122291637  122365771    185      22  4338       2.1648     0.015201         0.10898        0.005101
144406      12  122321463  122451839    337      30  4338       1.7583     0.039347          0.3451       0.0075957
605         12  122424861  122509950    191      27  4338     -0.40753      0.65819         0.51999         0.69519
254050      12  122617266  122698018    189      25  4338      0.83871      0.20082         0.68116        0.065357
386653      12  122646577  122693746     90      19  4338     -0.70181       0.7586          0.8046         0.61865
79369       12  122653228  122702677     76      18  4338     -0.94519      0.82772         0.85819         0.70565
56616       12  122682209  122747081     88      14  4338     -0.81842      0.79344         0.86966         0.60428
65082       12  122704111  122786068    134      17  4338     -0.94471       0.8276         0.83991         0.67618
6249        12  122745981  122942179    335      31  4338       2.1296     0.016601         0.28236        0.003866
55596       12  122946146  123020543    108      16  4338     -0.87446      0.80907         0.90371          0.6133
9735        12  122976796  123120947    239      25  4338       1.6403      0.05047         0.53225       0.0079772
65117       12  122979190  123046560    106      17  4338       1.7154     0.043136         0.56348       0.0055008
338442      12  123175840  123229392    105      16  4338       1.0571      0.14524        0.096864         0.26856
8843        12  123189303  123236439     86      16  4338         1.19      0.11702         0.06713         0.26083
27198       12  123202153  123250129     78      15  4338      0.96278      0.16783         0.13402           0.233
8562        12  123202371  123265953    103      18  4338      0.74708      0.22751         0.19796         0.27198
84660       12  123224056  123321927    258      25  4338      0.60479      0.27266         0.19757         0.37533
9026        12  123284045  123357508    231      21  4338      0.68345      0.24716          0.1446         0.43858
79720       12  123339875  123415712    107      21  4338       0.7138      0.23768          0.1602         0.36573
23457       12  123395498  123486056     99      20  4338      0.52068      0.30129         0.57818         0.15164
79676       12  123424354  123474588     57      14  4338     -0.61337      0.73018         0.75092         0.59226
51329       12  123429607  123477460     52      12  4338     -0.44903       0.6733          0.7284         0.52371
57605       12  123458027  123670376    317      30  4338     -0.59953      0.72559         0.65731         0.61097
10198       12  123630943  123752785    360      26  4338    -0.041843      0.51669         0.64357         0.33574
91574       12  123682844  123752651    212      19  4338      0.24148      0.40459          0.5841         0.24539
8099        12  123735517  123791863    176      17  4338       0.5261      0.29941         0.45123         0.19238
55206       12  123763656  123884756    402      26  4338       1.7029      0.04429         0.44673        0.011059
100293704   12  123813046  123860336    165      17  4338       1.8102     0.035133         0.42475       0.0079004
387893      12  123833704  123903900    202      25  4338       1.8896     0.029403         0.29414       0.0079514
196383      12  123889936  123956264    110      29  4338       1.8571     0.031651         0.43833       0.0056238
11066       12  123907191  123960941     79      22  4338     -0.70121      0.75841         0.82766          0.5794
353116      12  123945909  124053265    225      33  4338       -1.344      0.91053         0.91757         0.79043
10959       12  124034076  124092688    192      19  4338     -0.99679      0.84057         0.93435         0.63239
57696       12  124051650  124115482    219      19  4338       -2.236      0.98732         0.97918         0.94806
2967        12  124083286  124157151    224      20  4338       -1.103      0.86498         0.99515         0.64813
1967        12  124095570  124153323    163      18  4338      -1.0034      0.84216         0.99652         0.62395
79867       12  124120660  124202950    282      20  4338      -1.2112      0.88709         0.94434         0.71197
23545       12  124161865  124256302    305      21  4338    -0.085828       0.5342         0.89344         0.26889
196385      12  124211786  124430267    636      59  4338     -0.68826      0.75436         0.83554         0.57807
80212       12  124410955  124492373    202      19  4338      0.24242      0.40423         0.17558         0.81655
144348      12  124422699  124509986    208      23  4338     0.097248      0.46126         0.21227         0.85363
100533183   12  124422762  124810570   1157      94  4338     -0.55368       0.7101         0.62136         0.66296
144347      12  124738710  124810570    270      38  4338     -0.03075      0.51227         0.39805         0.58905
9612        12  124798957  125087079    762     114  4338     -0.15709      0.56241         0.60846          0.4336
949         12  125252174  125383519    370      68  4338        2.052     0.020085       0.0092158          0.1381
7316        12  125386192  125434587    131      32  4338      0.29473       0.3841         0.31988         0.42561
57647       12  125421370  125508667    367      52  4338      0.54803      0.29184         0.11577         0.71836
140707      12  125443194  125520349    279      48  4338    -0.069277      0.52762          0.2698         0.86725
65985       12  125514925  125637879    295      38  4338     -0.49356      0.68919         0.57423         0.71325
114795      12  125776162  126156915   1015     122  4338      -1.4538        0.927         0.78437         0.93614
92293       12  128716948  129202460   1194     166  4338       0.6623      0.25389         0.19319         0.34564
121260      12  129267739  129343541    304      29  4338       1.6846     0.046033         0.19648        0.016454
144423      12  129302985  129479513    641      80  4338       1.9606     0.024965        0.025482        0.051296
121256      12  129546271  130423212   2764     290  4338       1.1712      0.12075         0.17965         0.14451
11211       12  130612004  130660285    188      44  4338     -0.47628      0.68306         0.46562         0.85575
9271        12  130787433  130866877    271      36  4338     -0.50635      0.69369         0.87676          0.4625
23504       12  130870681  131235828   1384     168  4338       1.1541      0.12424         0.23948        0.089107
2054        12  131264145  131358819    305      25  4338       1.0467      0.14761          0.1024         0.25991
5901        12  131321617  131372220    204      20  4338      0.28874      0.38639         0.32284         0.41774
283383      12  131403452  131636010    901      83  4338    0.0014881      0.49941         0.52173         0.41461
100996701   12  132138222  132183963    173      19  4338     -0.87922      0.81036         0.68336         0.83285
6433        12  132160632  132294283    327      36  4338     -0.18514      0.57344         0.90052         0.31678
4326        12  132277941  132346316    217      35  4338       -1.316      0.90591         0.77708         0.94445
8408        12  132344279  132417707    142      22  4338      0.35715      0.36049          0.1827         0.65773
80324       12  132378745  132438406    117      19  4338      0.21546       0.4147         0.26244         0.59716
57634       12  132399465  132575011    256      32  4338     -0.68977      0.75483         0.48807         0.94742
79050       12  132593993  132646986     94      13  4338     -0.46968      0.68071         0.52181         0.79483
317781      12  132611139  132663880     90      20  4338      -1.2712      0.89817         0.75061         0.96312
57666       12  133032041  133171774    534      55  4338      -1.1015      0.86466         0.73968         0.88334
100129528   12  133039334  133085840    138      26  4338      -1.0725      0.85826         0.81524         0.82188
100996573   12  133093616  133141872    176      25  4338      -1.2826      0.90019         0.85609         0.86028
22953       12  133160393  133208972    231      31  4338      0.89194      0.18621         0.15284         0.24675
100507055   12  133169672  133222229    222      25  4338       1.2152      0.11214        0.079297          0.1948
5426        12  133190344  133299050    319      28  4338       1.4217      0.07756        0.036522         0.24548
5827        12  133229192  133291577    152      20  4338       1.5326      0.06269        0.040107         0.15919
192111      12  133252393  133309323    156      25  4338       1.6413     0.050363        0.026522         0.16202
23141       12  133292254  133373451    287      43  4338       1.1155      0.13232        0.070605         0.29123
2802        12  133335495  133440659    379      39  4338       2.1539     0.015626         0.20948       0.0027903
55743       12  133406937  133516459    343      30  4338      0.77344      0.21963         0.25098         0.20308
100289635   12  133488019  133567908     40      13  4338       1.7992     0.035992        0.027568        0.076871
7699        12  133622005  133695566     28       6  4338       1.3385     0.090367        0.046234         0.20802
7556        12  133672214  133746051    146      15  4338       1.6641     0.048048        0.030025         0.12647
101060200   12  133686111  133742059    127      15  4338       1.6611     0.048347        0.029018         0.13512
10795       12  133722995  133793698    174      14  4338       2.1774     0.014725        0.011458        0.054159
647589      12  133784898  133847422     54      15  4338        1.942     0.026069        0.027441        0.051124
7278        13   19737910   19790992    291      25  4338    -0.016067      0.50641         0.38872         0.57109
93492       13   19987017   20170714    347      25  4338      0.27219      0.39274         0.21248         0.64693
54737       13   20172787   20257599    138      20  4338    -0.039035      0.51557         0.40481         0.55968
55269       13   20238892   20392159    282      24  4338      -0.2692      0.60611         0.51532         0.57056
9205        13   20387621   20472776    261      16  4338    -0.050955      0.52032         0.33189         0.65988
7750        13   20496708   20675968    337      28  4338     -0.41108      0.65949         0.68521         0.53487
2700        13   20702394   20770524    207      46  4338     -0.89432      0.81442         0.76176         0.76197
2706        13   20751602   20803605    168      28  4338     -0.44704      0.67258         0.55172         0.68349
10804       13   20786101   20841534    174      26  4338    -0.010025        0.504         0.28832         0.75962
51084       13   20967806   21135012    547      63  4338   -0.0064155      0.50256         0.57814         0.37858
8100        13   21105585   21275576    435      36  4338       2.1872     0.014364        0.014803        0.045859
53342       13   21241222   21307239    186      23  4338       2.1287      0.01664         0.03854        0.018183
221143      13   21292036   21383095    258      23  4338       1.0856      0.13882         0.16474         0.14682
64328       13   21341468   21511913    414      33  4338        1.879     0.030122         0.26103       0.0075452
26524       13   21537175   21670722    368      41  4338       1.6363     0.050892        0.030443         0.16582
10284       13   21679653   21733224    188      31  4338     -0.41491       0.6609         0.68651         0.51568
78988       13   21715372   21763223    135      18  4338     -0.10732      0.54273         0.39996         0.65413
221150      13   21717734   21785741    164      21  4338     -0.21313      0.58439         0.43616         0.69096
101928764   13   21850557   21906219    133      16  4338     -0.14503      0.55766         0.48378         0.55515
253832      13   21936710   22068508    267      25  4338     -0.34389      0.63453         0.63475         0.51581
221154      13   22056828   22213355    175      24  4338     -0.56982       0.7156         0.46396         0.89005
2254        13   22210215   22288640    115      24  4338      0.79821      0.21237         0.15111         0.32122
6445        13   23720060   23909304   1078      92  4338     -0.97253      0.83461          0.7387         0.80949
26278       13   23892962   24042867    499      61  4338     -0.17549      0.56965          0.5112         0.56073
55504       13   24109509   24260244    513      57  4338       1.1677      0.12145        0.063132         0.29254
4285        13   24294328   24498587    514      48  4338       1.4071     0.079695        0.052201          0.1607
542767      13   24428028   24476242     66      10  4338       1.4165     0.078317        0.077771          0.1116
387911      13   24455238   24506145    130      17  4338       2.4533     0.007078        0.014031       0.0084218
221178      13   24518765   24891212   1237     143  4338      0.97733       0.1642        0.054992         0.62811
338872      13   24848686   24906669     93      27  4338      -1.3425      0.91028         0.85046         0.86069
143         13   24985069   25121948    613      38  4338      -1.3635      0.91364         0.91591         0.77473
101927375   13   25080702   25143519    225      30  4338      -1.0421      0.85133          0.9366         0.66121
479         13   25219549   25295923    381      47  4338      0.74596      0.22785         0.70053        0.076567
56163       13   25303301   25464059    378      33  4338      0.36369      0.35804         0.44497         0.26369
55835       13   25446412   25532027    324      30  4338     -0.51174      0.69558         0.55224         0.78699
5042        13   25635276   25682705    101      16  4338     -0.11259      0.54482          0.5521         0.48127
219287      13   25725817   25781426    115      22  4338      -1.2808      0.89987         0.84207           0.857
9107        13   25810339   25896704    109      13  4338      0.21394       0.4153         0.47948         0.32068
9818        13   25840222   25926561     84      17  4338     -0.26225      0.60343         0.51799         0.58782
51761       13   25911209   26609989   1878     107  4338       1.0957      0.13661         0.11489         0.23162
387914      13   26608735   26660198    206      24  4338       1.0733      0.14156        0.095189          0.2489
6049        13   26776894   26831686    157      18  4338     -0.66702      0.74762         0.53413         0.89038
1024        13   26793262   26989375    508      35  4338      0.23208      0.40824         0.55908         0.25685
10810       13   27096840   27273082    519      39  4338       2.1315     0.016523         0.11277       0.0065153
2835        13   27319337   27369922    140      18  4338        1.811     0.035071        0.031594        0.069578
219333      13   27630287   27781033    453      37  4338     -0.66036      0.74549         0.69129         0.70107
6144        13   27790692   27840705    133      19  4338      -1.2663      0.89729         0.78225         0.91764
387496      13   27809464   27857828    102      18  4338     -0.90797      0.81805          0.7208         0.82244
2971        13   27963681   28019846    262      29  4338      0.41855      0.33777         0.36949         0.29311
219402      13   27999776   28059739    227      25  4338      0.61866      0.26807         0.26742         0.26848
222484      13   28110048   28229720    381      43  4338     -0.86685      0.80699         0.85961         0.64591
51082       13   28159880   28251559    316      40  4338     -0.92628      0.82285         0.79033         0.76717
219409      13   28331780   28378089    118      23  4338     -0.24869       0.5982           0.749         0.42543
3651        13   28459168   28510451    178      18  4338       0.7988       0.2122         0.49224        0.097858
1045        13   28526205   28578505    124      21  4338      0.34269      0.36592         0.40516         0.31071
646625      13   28542243   28597774    124      25  4338       2.2221      0.01314        0.080549       0.0054997
2322        13   28567411   28717904    377      33  4338        3.149   0.00081925       0.0022605       0.0045202
255967      13   28675997   28879475    249      26  4338      0.69816      0.24254         0.11724         0.51792
2321        13   28864483   29104265    539      56  4338     -0.56642      0.71445          0.6403         0.69005
51371       13   29198141   29263094    162      25  4338       1.0632      0.14384        0.077271         0.32972
283537      13   29264217   29328150    132      18  4338      0.96998      0.16603         0.40599        0.081536
23281       13   29359485   30090084   1976     145  4338     -0.58817      0.72179         0.93198         0.40331
6541        13   30073551   30204825    409      43  4338       1.5301     0.062997         0.13535        0.046704
5412        13   30328545   30459820    347      34  4338     -0.59137      0.72286         0.52694         0.78689
84056       13   30766767   30916624    441      52  4338      -2.1345       0.9836         0.98233         0.94876
3146        13   31022877   31226942    269      51  4338      -1.3454      0.91075         0.96772         0.71424
10208       13   31156830   31243687     87      17  4338      -1.4318       0.9239         0.92584         0.84389
241         13   31252615   31348565    412      47  4338      -1.1211      0.86887         0.72303          0.9008
84935       13   31445312   31509709    195      36  4338       1.1954      0.11596         0.08475         0.19227
122046      13   31471834   31559639    223      34  4338       1.1675       0.1215         0.10261         0.17263
10808       13   31700762   31772246    171      19  4338     -0.81749      0.79318         0.90652         0.61334
145173      13   31739112   31916413    402      36  4338    0.0016899      0.49933         0.83761         0.25643
122042      13   32278679   32387009    340      36  4338     -0.38656      0.65046         0.43134         0.85628
10129       13   32570269   32880794    881      88  4338     -0.48139      0.68488         0.77961         0.47959
675         13   32854617   32983809    307      36  4338    -0.058215      0.52321         0.60608         0.40118
646799      13   32867908   32921091    151      21  4338      0.16371      0.43498         0.50503         0.34433
90634       13   32964860   33037490    103      21  4338      0.18291      0.42743         0.73936         0.22283
10443       13   32996625   33151839    211      22  4338      -1.8781      0.96982         0.98952         0.88815
23047       13   33125564   33362158    452      27  4338      -2.1952      0.98593         0.97784         0.92621
9365        13   33555571   33650282    321      33  4338     -0.53037      0.70207         0.67157         0.62584
101927403   13   33577204   33625580    194      22  4338     -0.49878      0.69103         0.55545         0.76748
90627       13   33667272   34285932   1614     135  4338      0.97902      0.16379        0.094475         0.36683
5983        13   34357206   34550695    540      49  4338       0.2212      0.41247         0.21988         0.68051
26960       13   35481424   36256874   1888      85  4338      -1.7626      0.96101         0.93029         0.85963
4081        13   36037926   36087786    113      24  4338      -1.2919      0.90181         0.91248         0.77175
9201        13   36332789   36740514   1158     104  4338     -0.63494      0.73727         0.54804         0.81403
54937       13   36732345   36823752    315      27  4338      -1.8327      0.96658         0.94684          0.8733
100526761   13   36732345   36906992    592      33  4338      -2.0395       0.9793         0.95038         0.91905
728591      13   36791179   36906992    446      20  4338      -1.8691       0.9692         0.93929          0.8914
23111       13   36865775   36979317    270      27  4338      -2.1978      0.98602         0.93782         0.96914
8900        13   36970257   37027019    125      21  4338      -0.3929       0.6528         0.81158           0.431
400120      13   37213049   37281976    109      30  4338      0.66447      0.25319         0.21637         0.30086
5994        13   37358339   37413740     93      22  4338       1.5984     0.054973        0.014271         0.29235
4093        13   37408968   37529409    237      37  4338       1.0181      0.15433         0.12771         0.21319
29880       13   37513907   37608504    133      15  4338      0.94525      0.17227         0.20381         0.15925
11340       13   37539678   37593751     79      12  4338       1.1333      0.12853         0.15677         0.12562
55578       13   37573449   37668850    151      13  4338       -0.661       0.7457         0.61213         0.76051
122011      13   37667397   37714801    149      17  4338     -0.55772      0.71148         0.46592           0.912
10631       13   38126719   38207981    273      25  4338     -0.10151      0.54043         0.51138         0.48506
7223        13   38200773   38478939    898      79  4338       2.1491     0.015811         0.25234       0.0031108
51569       13   38888942   38947143    110       9  4338     -0.92181      0.82169         0.76805         0.73244
341640      13   39226173   39471268    608      62  4338     -0.36514       0.6425         0.88699         0.37297
161003      13   39530062   39599996    251      27  4338      0.45255      0.32544         0.19227         0.52738
80209       13   39574002   39647213    136      16  4338      0.85795      0.19546         0.11854         0.35975
387921      13   39577448   39634246    113      15  4338       0.8757       0.1906         0.11897         0.34505
10186       13   39907029   40212356    867      92  4338      0.45491      0.32459         0.26453         0.37818
57511       13   40194764   40375802    475      39  4338     -0.93168      0.82425         0.82485         0.65706
2308        13   41119801   41275734    314      29  4338     -0.44658      0.67241         0.63652         0.60988
10240       13   41293432   41380347    134      17  4338      -1.4379      0.92476         0.86484         0.90927
10166       13   41328547   41396601    136      20  4338      -1.0912       0.8624         0.72985         0.90552
1997        13   41496055   41670544    279      26  4338     -0.13114      0.55217         0.47184         0.52583
11193       13   41599973   41668142     85      19  4338      0.36963      0.35583         0.32246         0.36537
89890       13   41691709   41741936     51      10  4338      -0.6641      0.74669         0.64716         0.71246
84078       13   41755711   41803702     63      15  4338      0.25748       0.3984         0.33545         0.43335
9617        13   41780505   41872731    227      26  4338      0.37317      0.35451         0.18014          0.6421
79612       13   41850341   41961166    244      18  4338      -1.7473      0.95971         0.98563         0.83803
28984       13   41996542   42055013    152      29  4338       1.5457     0.061084         0.07963        0.079538
23078       13   42130961   42570221    993      73  4338     -0.41285      0.66014         0.74172         0.46612
160851      13   42579172   42814352    871      67  4338     -0.26102      0.60296         0.46096         0.66102
11215       13   42811261   42907403    246      28  4338     -0.32099      0.62589         0.55781         0.59986
8600        13   43101872   43192149    207      25  4338       1.2682      0.10236        0.056898         0.26752
144809      13   43320686   43375685    146      18  4338      0.87255      0.19146         0.21421         0.19163
94240       13   43450524   43601407    430      58  4338      0.05135      0.47952          0.3387         0.59692
29103       13   43562362   43693306    285      26  4338     -0.98876      0.83861         0.70532         0.83737
55068       13   43777335   44396116   1460      90  4338       1.1469      0.12572         0.12598         0.17531
160857      13   44400488   44488826    360      28  4338     -0.25143      0.59926         0.68188         0.45257
144811      13   44418420   44478068    240      21  4338     -0.09543      0.53801         0.73068          0.3615
79024       13   44707287   44770393     93      18  4338      0.86127      0.19454         0.10389         0.39269
387923      13   44912978   44981850    106      19  4338      0.10106      0.45975         0.39412         0.48158
8848        13   44996279   45185701    344      25  4338     -0.94322      0.82721          0.6072         0.90016
26747       13   45503384   45598613    142      22  4338     -0.10285      0.54096         0.39809         0.65022
55425       13   45528673   45617743    162      21  4338     0.064496      0.47429          0.3439         0.58284
2963        13   45659631   45868240    390      31  4338     -0.48023      0.68447         0.59841         0.66719
386618      13   45756988   45810175    107      17  4338     -0.24421      0.59647         0.57915          0.5251
7178        13   45901005   45950505    146      17  4338     -0.63318      0.73669         0.67917         0.70294
253512      13   45950520   46027549    172      25  4338     -0.47667       0.6832         0.66247         0.61004
83548       13   46004030   46120833    302      27  4338      0.70302      0.24102         0.10307         0.58198
220081      13   46105432   46224874    261      37  4338    -0.094003      0.53745         0.42459         0.58407
220082      13   46241446   46298694    148      29  4338     -0.45985      0.67719         0.82337         0.49274
283514      13   46344405   46460846    406      49  4338       1.4955     0.067388        0.074699        0.096125
23091       13   46518600   46661896    299      20  4338     -0.93295      0.82458          0.8249         0.74493
1361        13   46617201   46730318    341      32  4338     -0.33389      0.63077         0.94807         0.36204
3936        13   46690058   46791459    242      39  4338      0.44262      0.32902         0.47467         0.21486
220416      13   46751083   46860944    286      28  4338      0.62156      0.26712         0.45798          0.1553
80183       13   46906136   46999177    214      19  4338     -0.95401      0.82996         0.65616         0.90947
23143       13   47092296   47337176    642      52  4338   -0.0082086      0.50327         0.72215         0.29634
2098        13   47335391   47406423    122      21  4338     -0.65403      0.74345         0.75296         0.59887
3356        13   47395677   47506211    349      46  4338      -1.1818      0.88135         0.96417         0.71105
8803        13   48506791   48647125    538      33  4338     -0.11476      0.54568         0.47115         0.52995
55270       13   48576703   48631282    198      21  4338        0.165      0.43447         0.43994         0.37951
29079       13   48639864   48704277    206      23  4338     -0.13318      0.55297         0.31842         0.82933
9445        13   48772274   48846232    121      18  4338       1.6017     0.054609         0.10404        0.049821
5925        13   48842883   49066026    395      30  4338    -0.083103      0.53312         0.32522         0.72552
10161       13   48975181   49053840    115      15  4338    -0.040631      0.51621         0.37125         0.62272
1102        13   49053099   49142341    136      18  4338      0.12486      0.45032         0.25951          0.7005
57105       13   49192847   49293498    348      29  4338     -0.73525      0.76891         0.72108          0.7062
22862       13   49515048   49793915    363      38  4338      -1.0007      0.84152         0.96099         0.61339
2862        13   49759474   49806513     47      13  4338      -2.0057      0.97756         0.98207         0.91519
81602       13   49787047   49877622    128      19  4338      -1.5499      0.93942         0.96832         0.80754
81617       13   49872786   50053221    483      55  4338      -1.0886      0.86183         0.89663         0.71224
83852       13   49983429   50079139    267      30  4338     -0.25914      0.60223         0.67543         0.46906
51131       13   50034746   50113123    266      25  4338     -0.25264      0.59973         0.69031         0.44252
55213       13   50096082   50194742    463      32  4338      -1.1079      0.86605         0.74949         0.85871
115761      13   50167435   50218008    196      25  4338      -1.1538      0.87571         0.81681         0.82027
84650       13   50224812   50300627    270      31  4338      0.50192      0.30786          0.7102         0.12873
3839        13   50263443   50402057    426      40  4338       0.4759      0.31707         0.46153         0.20714
57213       13   50476842   50545626    122      18  4338     -0.99158       0.8393         0.82164         0.72851
10206       13   50536143   50602603    101      16  4338     -0.86723      0.80709         0.79741         0.71122
283518      13   50554390   50605058     74      14  4338     -0.73363      0.76841         0.78714          0.6562
220107      13   51276759   51452885    440      54  4338        2.402    0.0081518        0.028297        0.010932
79621       13   51448814   51554596    222      36  4338     -0.94315       0.8272         0.74306         0.77814
220108      13   51761470   51868377    232      42  4338       1.4897      0.06815        0.039793         0.17199
647174      13   51880168   51949555    145      17  4338      -1.0381      0.85038         0.69856         0.84295
26512       13   51917678   52062275    247      25  4338      0.80886       0.2093         0.60869         0.07968
115825      13   52123484   52350935    276      36  4338       1.5863     0.056332         0.62552       0.0088169
79758       13   52320614   52414667    168      34  4338      0.96917      0.16623         0.65852        0.049799
83446       13   52401117   52450372    132      30  4338     -0.73495      0.76882         0.87682         0.57353
540         13   52496805   52621181    244      24  4338      0.32312       0.3733         0.29218         0.42654
440138      13   52551523   52613784    116      16  4338      0.34383      0.36549         0.42404         0.28535
9724        13   52563827   52617736     90      15  4338     0.036534      0.48543          0.4932         0.40051
341676      13   52628898   52738214    218      25  4338        1.416     0.078387         0.24917        0.042561
4752        13   52696779   52768996    123      20  4338       1.6812     0.046359         0.16573        0.027332
55901       13   52924506   53015629    201      15  4338       2.1941     0.014115         0.18451       0.0053961
51028       13   52976737   53059798    154      15  4338        2.335    0.0097725         0.12516       0.0037151
26586       13   52994495   53060763    122      12  4338       2.3745    0.0087868         0.12556       0.0029096
144983      13   53138750   53227931    205      13  4338       1.0676      0.14286          0.3281        0.082395
10910       13   53191830   53272433    182      12  4338      0.75356      0.22556         0.31965         0.17541
